Case#,name,fe1,fe2,fe3,fe4,fe5,fe6,fe7,fe8,fe9,fe10,fe11,fe12,fe13,fe14,fe15,fe16,fe17,fe18,fe19,fe20,fe21,fe22,fe23,fe24,fe25,fe26,fe27,fe28,fe29,fe30,fe31,fe32,fe33,fe34,fe35,fe36,fe37,fe38,fe39,fe40,fe41,fe42,fe43,fe44,fe45,fe46,fe47,fe48,fe49,fe50,fe51,fe52,fe53,fe54,fe55,fe56,fe57,fe58,fe59,fe60,fe61,fe62,fe63,fe64,fe65,fe66,fe67,fe68,fe69,fe70,fe71,fe72,fe73,fe74,fe75,fe76,fe77,fe78,fe79,fe80,fe81,fe82,fe83,fe84,fe85,fe86,fe87,fe88,fe89,fe90,fe91,fe92,fe93,fe94,fe95,fe96,fe97,fe98,fe99,fe100,fe101,fe102,fe103,fe104,fe105,fe106,fe107,fe108,fe109,fe110,fe111,fe112,fe113,fe114,fe115,fe116,fe117,fe118,fe119,fe120,fe121,fe122,fe123,fe124,fe125,fe126,fe127,fe128
51,Kelly Roland,-0.10875564813613892,0.08466862887144089,0.009013757109642029,-0.06693484634160995,-0.04769305884838104,-0.011528760194778442,0.013825847767293453,-0.09760507196187973,0.1818792223930359,-0.07205257564783096,0.22635522484779358,-0.12110480666160583,-0.24724268913269043,-0.024123704060912132,0.00018510641530156136,0.2013857215642929,-0.20669293403625488,-0.055118560791015625,-0.06238232180476189,-0.053704872727394104,-0.010845344513654709,0.009341784752905369,-0.0012038913555443287,0.25384241342544556,-0.0425940677523613,-0.32501062750816345,-0.06439901143312454,-0.16797445714473724,0.017937544733285904,-0.1342688500881195,0.0015763011761009693,0.0698675587773323,-0.2263457328081131,-0.01778876967728138,-0.05265071988105774,-0.013489775359630585,0.015164700336754322,-0.0803932324051857,0.1481202393770218,0.0277385413646698,-0.14814433455467224,-0.0970940962433815,0.05890246480703354,0.23135171830654144,0.1679999679327011,-0.028962289914488792,0.006165620870888233,-0.044365294277668,0.053827181458473206,-0.18483342230319977,-0.06728732585906982,0.03939415514469147,0.09175429493188858,0.043047524988651276,0.012421946041285992,-0.2649930417537689,-0.057431910187006,0.02767454832792282,-0.09611757844686508,0.04421958699822426,-0.054423779249191284,-0.038650501519441605,-0.07008509337902069,-0.0631319209933281,0.3356616199016571,0.07590585947036743,-0.14742593467235565,-0.10866387188434601,0.1745598316192627,-0.1424872726202011,0.008786581456661224,0.09644375741481781,-0.1065559834241867,-0.1424427181482315,-0.24646931886672974,0.013942652381956577,0.3469133973121643,0.0392182394862175,-0.28109660744667053,0.010620947927236557,-0.15488611161708832,-0.01849372126162052,0.027661781758069992,0.17550212144851685,0.020498234778642654,0.013846956193447113,-0.04886710271239281,-0.011193468235433102,0.13423581421375275,-0.03728225454688072,0.024656714871525764,0.23603500425815582,-0.04287051409482956,0.0008081775158643723,0.009536516852676868,-0.015459506772458553,-0.10114598274230957,-0.020388079807162285,-0.1056399792432785,-0.024013036862015724,-0.04414140433073044,-0.019181586802005768,-0.05915604531764984,0.06466325372457504,-0.20693206787109375,0.11737625300884247,0.09084530174732208,-0.06355569511651993,0.008411707356572151,0.09202837198972702,-0.11695023626089096,-0.08397233486175537,0.18239375948905945,-0.29314523935317993,0.15973560512065887,0.13573062419891357,0.0017003694083541632,0.1593341827392578,-0.031959716230630875,0.16541804373264313,-0.03511209785938263,0.003265965264290571,-0.11694835871458054,0.008248883299529552,0.12375699728727341,-0.10078474879264832,-0.034289419651031494,-0.05682578682899475
52,Kelly Roland,-0.08654161542654037,0.07501528412103653,0.013912290334701538,-0.07608029991388321,-0.07243618369102478,-0.0334504060447216,0.008832876570522785,-0.13657015562057495,0.19750213623046875,-0.09712149947881699,0.21265943348407745,-0.1319855898618698,-0.16955485939979553,-0.001482281251810491,-0.0037794713862240314,0.1978796422481537,-0.20929327607154846,-0.08491501212120056,-0.07924109697341919,-0.0894024595618248,-0.00739012798294425,-0.025451993569731712,0.037052616477012634,0.23602712154388428,-0.0803736075758934,-0.2817671298980713,-0.05565086752176285,-0.17277686297893524,0.06333833187818527,-0.11186673492193222,0.012874992564320564,0.0696263462305069,-0.24580521881580353,0.019711719825863838,-0.060782406479120255,-0.013333029113709927,0.030473457649350166,-0.07633380591869354,0.12581844627857208,-0.00804087147116661,-0.191572904586792,-0.12360043078660965,0.052498847246170044,0.19328761100769043,0.1887701451778412,-0.03827773407101631,-0.006922794505953789,-0.01465452928096056,0.042767900973558426,-0.17131739854812622,-0.05334559828042984,0.008727756328880787,0.0960962176322937,-0.0013034436851739883,0.041941411793231964,-0.2214628905057907,-0.05681125074625015,0.06889861822128296,-0.07930997759103775,0.057580847293138504,-0.03725258260965347,-0.035695090889930725,-0.09869824349880219,-0.09630482643842697,0.3338569402694702,0.07436305284500122,-0.15414462983608246,-0.09303140640258789,0.17371149361133575,-0.14095105230808258,-0.009563881903886795,0.11281807720661163,-0.08499898761510849,-0.1530257910490036,-0.2639541029930115,-0.041296232491731644,0.39821726083755493,0.07113255560398102,-0.2767966687679291,0.031784787774086,-0.13005514442920685,0.004849922843277454,0.017316456884145737,0.17414405941963196,-0.008722539059817791,0.07430683076381683,-0.059822406619787216,-0.026981966570019722,0.12716299295425415,-0.04172636568546295,0.007757491432130337,0.259334921836853,-0.0813947543501854,-0.010240011848509312,-0.04439237341284752,-0.0403742641210556,-0.08119010925292969,-0.030975809320807457,-0.09870108962059021,-0.0805094763636589,-0.02673208713531494,0.0012888959608972073,-0.07912471145391464,0.06111060827970505,-0.23079366981983185,0.11321167647838593,0.07621755450963974,-0.024596046656370163,0.010627292096614838,0.11410820484161377,-0.09254823625087738,-0.08504465967416763,0.18101483583450317,-0.3089570999145508,0.08906707912683487,0.16676485538482666,0.01397488173097372,0.14924335479736328,-0.01640571840107441,0.12873674929141998,-0.00024217506870627403,0.006945072673261166,-0.13191242516040802,0.012181758880615234,0.11064694076776505,-0.14715376496315002,-0.026556270197033882,-0.010921131819486618
53,Kelly Roland,-0.15027457475662231,0.04169298708438873,0.044284626841545105,-0.06346029788255692,-0.044877417385578156,-0.026769239455461502,0.04174646735191345,-0.08245160430669785,0.19511663913726807,-0.17794229090213776,0.2209920585155487,-0.15245695412158966,-0.23426856100559235,0.0029035606421530247,-0.009030435234308243,0.2170439064502716,-0.2007392942905426,-0.1117759421467781,-0.065113864839077,-0.050821878015995026,0.06107021123170853,-0.07338552176952362,-0.04972977191209793,0.1943497508764267,-0.1186203584074974,-0.298004150390625,-0.06930101662874222,-0.11025115847587585,0.011090023443102837,-0.15375779569149017,-0.041013795882463455,0.06785476952791214,-0.23256604373455048,-0.019311562180519104,-0.07092485576868057,0.015278948470950127,0.04359913244843483,-0.11396118998527527,0.1230764165520668,0.005254521034657955,-0.16635030508041382,-0.07056595385074615,0.07861164212226868,0.19839395582675934,0.20804394781589508,-0.024088703095912933,0.0004951711744070053,-0.061009619385004044,0.1010468378663063,-0.24511490762233734,-0.05966898053884506,0.015464408323168755,0.09326416999101639,0.06567635387182236,0.03663042187690735,-0.30748653411865234,-0.055501412600278854,0.06976047903299332,-0.05459648743271828,0.09227242320775986,-0.04868997260928154,-0.030275506898760796,-0.050327152013778687,-0.06645747274160385,0.28207525610923767,0.06901475787162781,-0.15043412148952484,-0.09393453598022461,0.21488671004772186,-0.10711881518363953,0.03711024671792984,0.045207858085632324,-0.142911896109581,-0.18495947122573853,-0.25691932439804077,0.016297440975904465,0.3270828127861023,0.07541421800851822,-0.21312537789344788,0.06245427951216698,-0.11710230261087418,0.04088543355464935,0.0043702637776732445,0.16527339816093445,-0.003254091367125511,0.019049979746341705,-0.02452659048140049,0.027526602149009705,0.1620333194732666,-0.0034392615780234337,0.013387436978518963,0.23492178320884705,-0.08970163762569427,-0.017032751813530922,-0.0072231171652674675,-0.03410043939948082,-0.10409702360630035,-0.02069864794611931,-0.11608181893825531,-0.030005794018507004,-0.02386455610394478,-0.07898059487342834,-0.055566370487213135,0.10267181694507599,-0.23929409682750702,0.07818999141454697,0.023407787084579468,0.0008144089952111244,-0.016255095601081848,0.08868573606014252,-0.13263259828090668,0.004637662321329117,0.13432565331459045,-0.279564768075943,0.1563071310520172,0.20589189231395721,0.03669371083378792,0.1459280252456665,0.040213242173194885,0.10444134473800659,0.049688782542943954,0.049965549260377884,-0.14791332185268402,0.029279837384819984,0.10665281116962433,-0.08703923225402832,-0.025383343920111656,-0.006898172199726105
54,Kelly Roland,-0.1441013664007187,0.06366495788097382,0.07093669474124908,-0.05739789828658104,-0.05363620072603226,-0.0847037062048912,0.02695392072200775,-0.0939217060804367,0.1619855761528015,-0.05815042927861214,0.23855312168598175,-0.10354449599981308,-0.20667587220668793,-0.011558298952877522,-0.0013449271209537983,0.1868278980255127,-0.21438780426979065,-0.10142111778259277,-0.10059238225221634,-0.08027070015668869,0.026498273015022278,-0.02661195769906044,-0.027566881850361824,0.24563714861869812,-0.11911336332559586,-0.2879990339279175,-0.05554090812802315,-0.17142418026924133,0.0025117695331573486,-0.14280833303928375,0.005737886764109135,0.09982555359601974,-0.18787629902362823,-0.02552225813269615,-0.024947738274931908,0.004506666213274002,0.04903261736035347,-0.08176461607217789,0.1479189693927765,0.05236732214689255,-0.20169591903686523,-0.06516004353761673,0.11310695111751556,0.29138562083244324,0.25964638590812683,-0.011894463561475277,-0.008641215041279793,-0.014915036968886852,0.03515200689435005,-0.19435033202171326,-0.07176566123962402,0.07271544635295868,0.09507989138364792,0.06436067819595337,0.031796496361494064,-0.3150436282157898,-0.04273122921586037,0.0320640504360199,-0.1284770965576172,0.06256801635026932,-0.021738827228546143,-0.09709417819976807,-0.058850955218076706,-0.05078178644180298,0.30446726083755493,0.09565120935440063,-0.16844943165779114,-0.08434905856847763,0.20413738489151,-0.14187338948249817,0.002141367644071579,0.09069181233644485,-0.18807701766490936,-0.15922197699546814,-0.2562216818332672,-0.007060915231704712,0.34475255012512207,0.08153165131807327,-0.2710290849208832,-0.008762581273913383,-0.1466883420944214,0.046937379986047745,0.03162737563252449,0.18957281112670898,0.026124747470021248,-0.004164891317486763,-0.04558948054909706,0.0013297265395522118,0.09866350889205933,0.01112516038119793,0.01714141294360161,0.2375677227973938,-0.03757954016327858,-0.07442382723093033,-0.008440249599516392,-0.025210482999682426,-0.11414720118045807,-0.0148076843470335,-0.1543104350566864,-0.05497601255774498,-0.08178146183490753,-0.0031445790082216263,-0.011742536909878254,0.0878104567527771,-0.21030865609645844,0.05791522189974785,0.1004665344953537,-0.03938741609454155,-0.05338845029473305,0.08495412766933441,-0.08692705631256104,-0.06659052520990372,0.15767909586429596,-0.2721013128757477,0.16416920721530914,0.2205110639333725,0.04852411150932312,0.12652960419654846,-0.006881128065288067,0.10155878961086273,-0.004721714183688164,0.0006764661520719528,-0.1007494181394577,0.06261952221393585,0.06315933167934418,-0.10272534936666489,-0.008513799868524075,-0.03108379989862442
55,Kelly Roland,-0.1158650666475296,0.11786636710166931,0.03717855364084244,-0.0778300017118454,-0.03908718004822731,-0.028968900442123413,0.024403830990195274,-0.11283336579799652,0.1839538961648941,-0.09674690663814545,0.1934274584054947,-0.1359468698501587,-0.22369396686553955,0.023832831531763077,-0.002453615888953209,0.19966693222522736,-0.1681247055530548,-0.0976104587316513,-0.08779311925172806,-0.042394861578941345,-0.009734650142490864,-0.01956886798143387,-0.029137833043932915,0.24476861953735352,-0.08659239858388901,-0.3016793727874756,-0.09124475717544556,-0.15466849505901337,-0.007255790755152702,-0.12077844887971878,-0.008501367643475533,0.09298194944858551,-0.21837261319160461,0.0044875238090753555,-0.07903433591127396,0.0015732627362012863,0.04325743764638901,-0.10516466200351715,0.1299097239971161,0.038723547011613846,-0.1767086684703827,-0.1064399927854538,0.062085650861263275,0.2385040819644928,0.20771518349647522,-0.0813705176115036,0.028932439163327217,-0.007707167416810989,0.046329315751791,-0.186052143573761,-0.054252684116363525,0.013585359789431095,0.12013822048902512,0.0656091719865799,0.04354104399681091,-0.256420761346817,-0.04932475835084915,0.06059136986732483,-0.09558222442865372,0.06704962253570557,-0.06197645887732506,-0.025537433102726936,-0.057831741869449615,-0.05306728929281235,0.3143707811832428,0.09767040610313416,-0.15716591477394104,-0.06721730530261993,0.20085448026657104,-0.12394355237483978,0.019334299489855766,0.08253011852502823,-0.13676556944847107,-0.17319416999816895,-0.25638696551322937,0.03537135198712349,0.3730434477329254,0.09438010305166245,-0.2859117388725281,0.011303763836622238,-0.12381186336278915,-0.02321801334619522,0.019948158413171768,0.18539659678936005,-0.0009861662983894348,0.03462227061390877,-0.04444538801908493,0.0352160818874836,0.16228725016117096,-0.0068302396684885025,-0.005655971355736256,0.24961984157562256,-0.0724911317229271,-0.02904883772134781,-0.026792753487825394,-0.0016621635295450687,-0.08039598166942596,-0.029123423621058464,-0.11410684138536453,-0.033325839787721634,-0.026617703959345818,-0.01593947783112526,-0.09830138832330704,0.09875544905662537,-0.2014138251543045,0.09590223431587219,0.09253203123807907,-0.04177311807870865,-0.043939292430877686,0.09565820544958115,-0.11521951109170914,-0.04857289791107178,0.18452563881874084,-0.2554318606853485,0.10151047259569168,0.1464093029499054,-0.03202340751886368,0.12843947112560272,-0.013979984447360039,0.11826589703559875,0.028862768784165382,-0.022031612694263458,-0.11692990362644196,0.015293103642761707,0.15233038365840912,-0.08941201120615005,-0.01692808046936989,-0.021912965923547745
56,Kevin Hart,-0.24267852306365967,0.190391406416893,0.12939219176769257,0.023793581873178482,-0.004597943741828203,-0.0927455872297287,0.07809644937515259,-0.05878950655460358,0.2008053958415985,-0.0404680110514164,0.30657458305358887,0.044774558395147324,-0.26202982664108276,-0.15530501306056976,0.07660126686096191,0.13696302473545074,-0.14459329843521118,-0.11145787686109543,-0.0756848156452179,-0.07638443261384964,0.03068375587463379,0.07247398048639297,0.006871438585221767,0.08194106072187424,-0.07949806749820709,-0.28770503401756287,-0.059122372418642044,-0.14124274253845215,0.08969700336456299,-0.09775864332914352,-0.0036961501464247704,-0.016203414648771286,-0.19691623747348785,-0.07033059000968933,-0.10331958532333374,0.009706109762191772,0.047984298318624496,-0.0397811159491539,0.17250517010688782,0.028618793934583664,-0.14747734367847443,-0.17062099277973175,-0.09984336793422699,0.30713218450546265,0.17546401917934418,-0.031035177409648895,0.02274930849671364,0.006752439774572849,0.05333063006401062,-0.25161877274513245,-0.005883241072297096,0.13619668781757355,0.1359308958053589,0.05368822067975998,-0.049882177263498306,-0.156250461935997,-0.008942784741520882,-0.01887950487434864,-0.1704888790845871,0.004328273236751556,0.11151112616062164,-0.1127990186214447,-0.09593866020441055,-0.02169198915362358,0.314108282327652,0.045674875378608704,-0.12952235341072083,-0.06834051012992859,0.21483400464057922,-0.12013529241085052,-0.04534250870347023,0.05136692523956299,-0.14680182933807373,-0.1287992000579834,-0.2970755696296692,0.1323837786912918,0.3236910402774811,0.11341140419244766,-0.17057667672634125,0.02240518480539322,-0.26759326457977295,0.09536074101924896,-0.041106756776571274,0.02610735408961773,-0.10297476500272751,0.06728007644414902,-0.14919835329055786,0.05798717215657234,0.1488761007785797,-0.015444442629814148,-0.016898592934012413,0.26046234369277954,0.01663397252559662,0.04251532256603241,0.028528621420264244,-0.0045281704515218735,0.05159671977162361,-0.035029131919145584,-0.029378606006503105,0.07479624450206757,0.14373375475406647,-0.10971968621015549,0.04407043382525444,0.11501993983983994,-0.20988109707832336,0.16982585191726685,0.05843552574515343,0.06822922080755234,0.06295566260814667,0.02031930536031723,-0.13945691287517548,-0.07164549082517624,0.17242342233657837,-0.16642002761363983,0.25390303134918213,0.1600009649991989,0.014891397207975388,0.13390423357486725,0.03125455603003502,0.136277973651886,-0.09934810549020767,-0.056900281459093094,-0.11743386089801788,-0.052869539707899094,0.1112203374505043,-0.07342836260795593,0.04850441589951515,0.07730315625667572
57,Kevin Hart,-0.22871559858322144,0.17243114113807678,0.06002400815486908,0.013418794609606266,0.010553045198321342,-0.0598309226334095,0.05311831086874008,-0.021340791136026382,0.21915970742702484,-0.0415303111076355,0.2899544835090637,0.0641024112701416,-0.2394317388534546,-0.13276445865631104,0.07708123326301575,0.12844732403755188,-0.17844538390636444,-0.07884862273931503,-0.08954857289791107,-0.03759601712226868,0.0397835299372673,0.04424624517560005,0.012526854872703552,0.09630879759788513,-0.1121440902352333,-0.2887176275253296,-0.10977315902709961,-0.13335204124450684,0.10937289148569107,-0.13498736917972565,-0.021778173744678497,-0.03533252328634262,-0.1889285296201706,-0.0697178989648819,-0.12154128402471542,-0.002001998946070671,0.05780971422791481,-0.028163112699985504,0.17726822197437286,0.04605619236826897,-0.14313006401062012,-0.1271023452281952,-0.084249347448349,0.31514662504196167,0.16806501150131226,-0.016642101109027863,0.044138602912425995,0.0324728824198246,0.06784060597419739,-0.2457113116979599,-0.012108847498893738,0.09507327526807785,0.17162257432937622,0.06087803840637207,-0.0681430920958519,-0.1419844925403595,-0.021219033747911453,0.05488411337137222,-0.17431744933128357,0.05917443707585335,0.07614748179912567,-0.13143830001354218,-0.10868296772241592,-0.003090338548645377,0.31350091099739075,0.06462998688220978,-0.1318933665752411,-0.1056821271777153,0.21015961468219757,-0.12549462914466858,-0.01649550348520279,0.0892333909869194,-0.12889188528060913,-0.15016306936740875,-0.3021560311317444,0.1257026344537735,0.3110850751399994,0.11191442608833313,-0.1529843807220459,0.03820446878671646,-0.2563292682170868,0.07404712587594986,-0.06809088587760925,0.0392872653901577,-0.11486636102199554,0.08026653528213501,-0.1511051058769226,0.06564287096261978,0.18116562068462372,-0.006243572570383549,0.010522838681936264,0.25598299503326416,0.03979663550853729,0.05682550370693207,0.013982055708765984,-0.004141431301832199,0.04061007872223854,-0.07227542251348495,-0.003909961320459843,0.07580956816673279,0.12497708201408386,-0.12153907865285873,0.02595159411430359,0.09369917958974838,-0.2020575851202011,0.18528318405151367,0.05296032503247261,0.05072186887264252,0.062254779040813446,0.04492388665676117,-0.11960530281066895,-0.0799255296587944,0.181450754404068,-0.21622338891029358,0.20811785757541656,0.18418903648853302,0.018734101206064224,0.12436668574810028,0.005811788607388735,0.14973533153533936,-0.10994333773851395,-0.018824033439159393,-0.1358117163181305,-0.030375879257917404,0.11413902044296265,-0.09905791282653809,0.05073023587465286,0.05406705290079117
58,Kevin Hart,-0.20784251391887665,0.1767115443944931,0.09500565379858017,0.0017693149857223034,0.017559068277478218,-0.08558688312768936,0.053026232868433,-0.023437395691871643,0.22321924567222595,-0.040853217244148254,0.2936851978302002,0.02474799007177353,-0.2480318248271942,-0.12383906543254852,0.09479238092899323,0.12405935674905777,-0.1987890899181366,-0.08333124965429306,-0.09826237708330154,-0.06575868278741837,0.024510253220796585,0.026878636330366135,-0.00011740298941731453,0.12178907543420792,-0.13044127821922302,-0.27929940819740295,-0.09025976061820984,-0.12911538779735565,0.1185394898056984,-0.14410606026649475,-0.04345864802598953,-0.03873668983578682,-0.1853795349597931,-0.05218471586704254,-0.12019510567188263,-0.005296050570905209,0.003062915289774537,-0.05910743772983551,0.1943804919719696,0.0484214685857296,-0.13742269575595856,-0.13091203570365906,-0.10865083336830139,0.33174747228622437,0.21479135751724243,-0.055096209049224854,0.04996076226234436,0.03917199373245239,0.07635670155286789,-0.2510824501514435,-0.023943880572915077,0.12031369656324387,0.12106777727603912,0.07553499937057495,-0.055780403316020966,-0.17390288412570953,-0.06853508949279785,0.05323329567909241,-0.15732598304748535,0.07718152552843094,0.08840340375900269,-0.16378071904182434,-0.14493870735168457,-0.02506893500685692,0.2992216646671295,0.07248900830745697,-0.15992167592048645,-0.1482795923948288,0.21301265060901642,-0.13647760450839996,-0.004536560736596584,0.10502264648675919,-0.12278188765048981,-0.15340477228164673,-0.26897335052490234,0.14034970104694366,0.307721883058548,0.09337104856967926,-0.18616092205047607,0.022122159600257874,-0.2509516775608063,0.0664125308394432,-0.038255512714385986,0.06194106116890907,-0.08285905420780182,0.09357142448425293,-0.16484084725379944,0.06634780019521713,0.15921317040920258,-0.023119134828448296,0.003612206317484379,0.2622818350791931,0.030201505869627,0.03737085312604904,0.027286523953080177,-0.010226119309663773,0.005740085616707802,-0.046699341386556625,-0.04467666149139404,0.07116272300481796,0.13905119895935059,-0.12541238963603973,0.011888067238032818,0.06344497948884964,-0.1510300189256668,0.21371889114379883,0.08415839821100235,0.059556178748607635,0.03202999755740166,0.013182790949940681,-0.16101953387260437,-0.07285856455564499,0.19847986102104187,-0.24137142300605774,0.20993368327617645,0.17041797935962677,0.06515324115753174,0.1312623769044876,0.019189149141311646,0.13523821532726288,-0.08098897337913513,-0.008363960310816765,-0.11338610202074051,-0.010924703441560268,0.08340675383806229,-0.062188927084207535,0.04169410094618797,0.04077295958995819
59,Kevin Hart,-0.19996951520442963,0.17450909316539764,0.17864297330379486,0.017841272056102753,-0.004412551410496235,-0.07258842885494232,0.05269140005111694,-0.013399511575698853,0.19750510156154633,-0.05631101876497269,0.2798498868942261,0.04577396810054779,-0.2475685179233551,-0.1316678822040558,0.12334151566028595,0.12277919799089432,-0.18524707853794098,-0.1149149090051651,-0.06655179709196091,-0.05901741981506348,-0.004958797711879015,0.05708051472902298,0.035646479576826096,0.07489466667175293,-0.09586703777313232,-0.3126617670059204,-0.07076966017484665,-0.15872931480407715,0.09272558987140656,-0.12079883366823196,-0.011610403656959534,-0.030496710911393166,-0.18203920125961304,-0.05731381103396416,-0.12430344521999359,0.015265924856066704,0.025045154616236687,-0.06793579459190369,0.1871766746044159,0.005691652186214924,-0.1520395576953888,-0.11740392446517944,-0.10256417840719223,0.2834912836551666,0.18280647695064545,-0.021185142919421196,0.03112766146659851,0.04785037413239479,0.05296291410923004,-0.28595054149627686,0.03219696506857872,0.09207848459482193,0.11117269098758698,0.055005915462970734,-0.05761590227484703,-0.16038279235363007,-0.033143989741802216,-0.010370573960244656,-0.1723545491695404,0.06254833936691284,0.10483840852975845,-0.16389188170433044,-0.0909932404756546,0.0059486255049705505,0.3086095154285431,0.07181211560964584,-0.10911022871732712,-0.10477158427238464,0.1913413256406784,-0.15638621151447296,-0.0258169025182724,0.10361579060554504,-0.11415255069732666,-0.10260631144046783,-0.26974189281463623,0.15107035636901855,0.30687108635902405,0.09087929129600525,-0.17561618983745575,-0.013927105814218521,-0.24430076777935028,0.07953368127346039,-0.06250489503145218,0.05367070063948631,-0.09281089901924133,0.05630090832710266,-0.17593926191329956,0.03684525564312935,0.17980292439460754,-0.01576361618936062,-0.01884978637099266,0.2763264775276184,0.05235575884580612,0.03688088804483414,0.054896868765354156,-0.023082995787262917,0.054030753672122955,-0.07725396752357483,-0.06175217777490616,0.06068906560540199,0.1324877142906189,-0.11786642670631409,-0.020011086016893387,0.09608200937509537,-0.19085876643657684,0.16577979922294617,0.02622934803366661,0.009481638669967651,0.07064318656921387,0.03348560258746147,-0.14427369832992554,-0.1156986728310585,0.20695090293884277,-0.18365786969661713,0.18854817748069763,0.18610355257987976,0.05579152703285217,0.143358051776886,0.01065665204077959,0.15918448567390442,-0.10258817672729492,-0.03207370266318321,-0.10844746977090836,-0.03919827565550804,0.10829979926347733,-0.04320577532052994,0.04156022146344185,0.07913016527891159
60,Kevin Hart,-0.2029685378074646,0.1567925065755844,0.14231586456298828,0.02235344424843788,-0.02682488225400448,-0.05011289566755295,0.10783271491527557,-0.05441834777593613,0.1927303522825241,-0.045931994915008545,0.28511443734169006,0.04515046253800392,-0.2629411518573761,-0.13094307482242584,0.1654171347618103,0.08821143209934235,-0.1830453872680664,-0.0684293881058693,-0.07718382030725479,-0.06985214352607727,0.013872794806957245,0.0348786897957325,0.03480088710784912,0.06733927875757217,-0.06940631568431854,-0.32241085171699524,-0.09930777549743652,-0.15506307780742645,0.1126852035522461,-0.09403789043426514,0.0036672623828053474,-0.0027126201894134283,-0.15992899239063263,-0.036653582006692886,-0.1158844605088234,0.00843660719692707,0.02717861533164978,-0.046138688921928406,0.17988033592700958,-0.014414077624678612,-0.14549541473388672,-0.12234796583652496,-0.11406853049993515,0.27545759081840515,0.19254860281944275,-0.011971582658588886,0.04604185372591019,0.04172113910317421,0.058554068207740784,-0.24029216170310974,0.07207363843917847,0.1199490875005722,0.13929539918899536,0.03799032047390938,-0.01801973208785057,-0.20034101605415344,-0.05898851156234741,-0.000333612784743309,-0.1415194720029831,0.010710963979363441,0.12639695405960083,-0.11089938133955002,-0.05956096202135086,-0.009441988542675972,0.2628934383392334,0.08540493994951248,-0.103012315928936,-0.09986252337694168,0.17388762533664703,-0.13868194818496704,-0.008208656683564186,0.06500885635614395,-0.1719340682029724,-0.12055233120918274,-0.23338128626346588,0.1354936957359314,0.29113858938217163,0.10401881486177444,-0.1638869047164917,-0.036786988377571106,-0.2870416045188904,0.07982649654150009,-0.02170722186565399,0.017758440226316452,-0.07062330842018127,0.024438153952360153,-0.16926789283752441,0.06232365220785141,0.1402187943458557,-0.05158710479736328,0.013080192729830742,0.2791949510574341,0.03326476365327835,0.002065190114080906,-0.005569966044276953,-0.047826338559389114,0.04834407567977905,-0.007404793053865433,-0.03596016764640808,0.06620865315198898,0.10599487274885178,-0.1149134561419487,0.01759839616715908,0.08696269989013672,-0.2665450870990753,0.18880753219127655,0.05184532701969147,0.05708860233426094,0.052742891013622284,-0.037185437977313995,-0.13881711661815643,-0.03522958606481552,0.20793375372886658,-0.21703767776489258,0.21073517203330994,0.17978408932685852,0.00040016346611082554,0.15847842395305634,-0.019889380782842636,0.14454466104507446,-0.08137056231498718,-0.08447673916816711,-0.15424233675003052,-0.0014492952032014728,0.10226543247699738,-0.030651194974780083,-0.013815858401358128,0.08107668161392212
